uid;username;user_spend_time;60 saniye;300 saniye;600 saniye;Socket ile 60;Socket ile 300;Socket ile 600;role
1382091;ali.firat.oner;6224;3774;7540;10044;3858;6783;8959;ROLE_STUDENT
1383703;samet.doruk.akbulut2;33549;18622;43340;55260;23627;43380;52778;ROLE_STUDENT
1383780;ceylin.sena.ates;28910;11241;29476;36772;20415;30878;36752;ROLE_STUDENT
1383781;nehir.yilmaz44;62;123;526;526;123;526;526;ROLE_STUDENT
1383783;uras.algul3;16572;2855;6147;11288;2855;6147;11288;ROLE_STUDENT
1383785;derin.guvenir10;1057;2602;6044;8760;2176;5154;7546;ROLE_STUDENT
1383787;emir.ataman2;305;206;321;321;206;321;321;ROLE_STUDENT
1383789;acelya.cincil;5217;4148;12098;14956;7326;12884;13944;ROLE_STUDENT
1383806;selin.kucur3;1429;1161;2820;4000;1161;2820;4000;ROLE_STUDENT
1383807;nil.bayraktar4;4077;2307;5211;5711;2624;5207;5707;ROLE_STUDENT
1383808;bekir.poyraz.kara4;0;89;488;488;0;292;292;ROLE_STUDENT
1383809;mert.yildirim56;826;1525;3671;4739;1781;3818;4506;ROLE_STUDENT
1383811;uras.kucuk4;135;725;1887;3025;725;1887;3025;ROLE_STUDENT
1383813;kerem.akkaya7;4130;4449;12336;15544;4849;9494;11721;ROLE_STUDENT
1383816;ali.emir.ozaslan2;23466;3536;8189;9465;6546;8345;9304;ROLE_STUDENT
1383817;kazim.cinar.sahin2;5665;4132;10257;14350;4850;9973;13532;ROLE_STUDENT
1383844;aryen.kitay2;794;651;1974;3315;829;1721;3062;ROLE_STUDENT
1383845;guven.doruk.turkileri2;1177;4842;9011;10546;4842;9011;10546;ROLE_STUDENT
1383846;emir.sarigol3;5288;1678;6786;8974;2998;6086;6970;ROLE_STUDENT
1383847;ecenaz.elf.kesgin;3476;3186;9582;16243;3184;9580;16241;ROLE_STUDENT
1383848;ahmet.kaan.mese3;80;0;80;80;0;80;80;ROLE_STUDENT
1383878;burak.emre.yasa;6474;5079;10178;11526;6680;9973;11321;ROLE_STUDENT
1383879;bugra.canuygur2;3116;2857;5140;5140;3063;5140;5140;ROLE_STUDENT
1383880;umut.deniz.yilmaz2;461;523;2380;2847;505;2362;2829;ROLE_STUDENT
1383881;derin.gulsah.yasar2;5824;3392;10491;18138;3571;10670;17995;ROLE_STUDENT
1383882;dogukan.emik;23018;8137;25225;40717;22136;30194;38617;ROLE_STUDENT
1383910;duman.can;1146;391;455;455;391;455;455;ROLE_STUDENT
1383913;muhammed.agirdil;584;1223;2808;4360;1476;2996;4156;ROLE_STUDENT
1383953;mert.gun76;353;394;457;457;457;457;457;ROLE_STUDENT
1383962;demir.cetinkaya2;901;1219;2895;4234;760;1867;2398;ROLE_STUDENT
1383967;alize.barin3;4012;2799;7988;10018;3280;8037;10067;ROLE_STUDENT
1383974;melisa.duru.goren;14626;7275;16100;22402;7385;16083;22385;ROLE_STUDENT
1383980;ipek.ozcan11;11247;4863;10515;19085;5102;10271;18272;ROLE_STUDENT
1383982;elif.canpolat4;2244;2346;4039;4785;2894;4367;4689;ROLE_STUDENT
1383986;sultan.asli.aldogan;5037;2524;5283;5619;3156;5592;5592;ROLE_STUDENT
1384008;mina.nur.tuncer;3375;6332;18218;25073;6032;17565;24420;ROLE_STUDENT
1384014;derin.yildirim10;23987;5215;22040;26911;12551;23193;26945;ROLE_STUDENT
1384021;elif.melek.vecdi;4268;1550;3355;4386;1634;3371;4402;ROLE_STUDENT
1384042;omer.yeke2;3489;1061;2353;2874;1061;2353;2874;ROLE_STUDENT
1384058;berat.demir.guzel;11425;7340;22528;24629;12334;18864;20472;ROLE_STUDENT
1384084;alara.turegun5;6467;7525;11711;14022;7723;10210;12090;ROLE_STUDENT
1384088;yagmur.naz.sahin5;6;138;630;630;138;630;630;ROLE_STUDENT
1384113;omer.meric.kilic;26785;2486;10750;23231;8841;12838;20901;ROLE_STUDENT
1384126;naz.ela.turan;7060;9994;22718;27205;13094;23073;27560;ROLE_STUDENT
1384149;ali.oner9;17;131;198;198;209;209;209;ROLE_STUDENT
1384168;yusuf.cagan.budak3;107;117;117;117;117;117;117;ROLE_STUDENT
1384190;tuana.ozgural;1985;653;1403;1843;653;1403;1843;ROLE_STUDENT
1384198;egemen.yurtseven;53;58;58;58;62;62;62;ROLE_STUDENT
1384200;bilal.arda.duman;898;1016;2289;3103;1081;2289;3103;ROLE_STUDENT
1384204;sevil.defne.diril;1580;870;1393;1393;870;1393;1393;ROLE_STUDENT
1384208;mehmet.eren.mercanli;567;168;308;308;168;308;308;ROLE_STUDENT
1384209;deniz.can.girgin3;669;731;1600;2351;731;1600;2351;ROLE_STUDENT
1384210;metehan.akin4;0;157;350;350;157;350;350;ROLE_STUDENT
1384216;selin.kol2;278;108;108;108;108;108;108;ROLE_STUDENT
1384217;ayda.kayaselcuk;2847;1597;3380;5195;1811;3414;5229;ROLE_STUDENT
1384219;kartal.siklaroglu;2956;864;2856;4099;864;2856;4099;ROLE_STUDENT
1384220;tugce.kaplan5;423;137;409;409;137;409;409;ROLE_STUDENT
1384221;ahmet.emre.tek;2136;1200;4072;7343;2531;3670;4206;ROLE_STUDENT
1384222;derin.tanis;834;1248;1483;3339;1334;1483;3339;ROLE_STUDENT
1384223;muhammed.mustafa.arslan;2696;628;1965;2306;1018;2083;2424;ROLE_STUDENT
1384225;yagiz.mert.guleryuz;1009;178;684;684;178;684;684;ROLE_STUDENT
1384233;nisa.mesci;288;228;631;631;662;662;662;ROLE_STUDENT
1384236;yusuf.emre.demiralp;1950;1119;1611;2071;1295;1718;2178;ROLE_STUDENT
1384238;selen.yuksel2;1505;434;1483;1483;435;903;903;ROLE_STUDENT
1384239;zeynep.subasi21;1155;326;990;1987;428;990;1987;ROLE_STUDENT
1384244;kerem.cagirgan;784;434;776;1251;482;678;1153;ROLE_STUDENT
1384256;cemal.efe.ertugrul3;4274;1314;2770;3549;2034;2741;3520;ROLE_STUDENT
1384270;melis.metinoz3;1935;265;689;689;364;689;689;ROLE_STUDENT
1384274;berke.yilmaz.depboylu3;3400;2865;7415;13102;3459;7351;12281;ROLE_STUDENT
1384286;ela.deveciler2;693;469;680;680;469;680;680;ROLE_STUDENT
1384293;deniz.alp.coskun3;6391;632;2439;3242;773;2352;3155;ROLE_STUDENT
1384303;aytulu.balim.erdogan;898;167;309;709;167;309;709;ROLE_STUDENT
1384318;dila.demir12;2549;1191;2423;2423;1555;2419;2419;ROLE_STUDENT
1384319;gizem.sirin5;261;334;449;449;334;449;449;ROLE_STUDENT
1384321;ayse.deniz.altiok;800;353;753;1245;513;753;1245;ROLE_STUDENT
1384329;muharrem.efe.ates3;661;506;578;925;508;580;927;ROLE_STUDENT
1384330;kaya.ozkaya2;557;477;647;1162;473;643;1158;ROLE_STUDENT
1384334;yusuf.aslan61;459;177;457;457;287;457;457;ROLE_STUDENT
1384339;ayse.batur4;10842;3755;7361;11456;4036;7242;10988;ROLE_STUDENT
1384340;sude.fazli;6299;2863;5685;10903;3289;5704;10535;ROLE_STUDENT
1384341;ural.batur;7379;3436;7921;11046;3432;7917;11042;ROLE_STUDENT
1384342;zehra.elif.girgin2;9493;3639;9544;12025;6978;10774;11783;ROLE_STUDENT
1384343;eymen.efe.akgol;2434;1627;3944;5367;1620;3937;5360;ROLE_STUDENT
1384344;ada.keles5;1759;180;460;460;180;460;460;ROLE_STUDENT
1384345;petek.yalazli;5302;3541;9818;13091;3926;9810;13083;ROLE_STUDENT
1384346;ali.eymen.tuncel;12814;4856;10988;12783;6922;10970;12224;ROLE_STUDENT
1384347;aras.erbil;17264;10874;22480;27543;13245;20267;23922;ROLE_STUDENT
1384348;elif.altuntop;7524;3404;6338;8706;5081;6741;8441;ROLE_STUDENT
1384350;serhan.cetinkanat;11455;6886;20209;28590;9460;19453;24302;ROLE_STUDENT
1384351;yalcin.isparta;19979;12361;27105;45643;18633;23727;32522;ROLE_STUDENT
1384352;aden.yilmaz3;6246;1088;2320;3305;1601;2309;3294;ROLE_STUDENT
1384353;kuzey.alay;4623;436;502;502;409;475;475;ROLE_STUDENT
1384354;selim.ertugrul;20541;11269;31712;40120;12003;28647;35987;ROLE_STUDENT
1384355;mustafa.mete.pehlivan;14064;4639;8618;13510;5186;8397;12597;ROLE_STUDENT
1384356;beyazit.ergun;7063;5386;9726;10030;6192;9152;9456;ROLE_STUDENT
1384357;cemre.su.beslek;6829;5202;12752;14811;6750;12594;14653;ROLE_STUDENT
1384358;melisa.tutu;2582;2356;8009;11721;2960;7587;10851;ROLE_STUDENT
1384359;mehmet.kayra.yucel;6435;5181;8735;10766;5398;8732;10414;ROLE_STUDENT
1384360;bade.gurses;727;888;2767;3716;1068;2767;3716;ROLE_STUDENT
1384361;cesur.serim;5919;1225;2098;2098;1077;1855;1855;ROLE_STUDENT
1384362;beren.karabiyik2;7986;1004;1093;1598;1162;1162;1667;ROLE_STUDENT
1384363;alara.sehirli;9525;4924;11963;15429;8461;10814;13461;ROLE_STUDENT
1384364;murside.ecrin.turan;15220;2618;5244;6663;2399;4936;6355;ROLE_STUDENT
1384365;rengin.dore.guven;6847;616;1444;1444;619;1098;1098;ROLE_STUDENT
1384367;kagan.gul;18125;9772;16349;18971;11978;16182;18393;ROLE_STUDENT
1384369;elif.calis2;2313;2821;5495;6861;3616;4525;5082;ROLE_STUDENT
1384370;ruzgar.bora.kutlu;3627;4565;8901;12850;4713;8975;12924;ROLE_STUDENT
1384371;oyku.naz.ozcan;0;191;191;191;191;191;191;ROLE_STUDENT
1384372;buse.mina.balaban;9773;8191;23348;40769;11359;23572;36416;ROLE_STUDENT
1384373;ertugrul.kaan.calis;2927;1197;2523;2523;2897;3080;3080;ROLE_STUDENT
1384374;velat.tufek;24317;19483;49299;71416;19756;47575;67749;ROLE_STUDENT
1384375;hilal.ada.ekmekcioglu;7991;833;1614;2366;1185;1868;2318;ROLE_STUDENT
1384376;yigit.cinar.dulger;7021;3126;7848;11787;3054;5883;8996;ROLE_STUDENT
1384377;kadir.mikail.kara;8350;2494;5884;9241;3191;5806;9163;ROLE_STUDENT
1384378;metin.cagan.culha;4633;724;1683;2451;658;1545;2313;ROLE_STUDENT
1384379;jale.deniz.temel;14931;7318;12719;20987;8103;12336;17915;ROLE_STUDENT
1384380;bade.ozkan5;3655;1677;4283;5310;1583;4189;5216;ROLE_STUDENT
1384381;zeynep.irem.kuyu2;7071;3574;7959;11688;6093;9085;11989;ROLE_STUDENT
1384382;ruzgar.ozal;242;365;506;506;423;495;495;ROLE_STUDENT
1384384;derin.can;8073;3663;10418;14363;4099;9915;13559;ROLE_STUDENT
1384385;kerem.kera;19375;1200;2260;2701;1286;2177;2618;ROLE_STUDENT
1384386;sahra.acar;7605;4028;12336;16578;7215;10748;12847;ROLE_STUDENT
1384387;dogan.mete.eroglu2;5927;3540;11431;15259;4368;11290;14770;ROLE_STUDENT
1384388;murat.okatan2;15176;8658;16115;18906;9701;16012;18803;ROLE_STUDENT
1384389;kayra.turkay;5320;2037;4903;6614;2564;4599;5841;ROLE_STUDENT
1384390;devin.alya.karaca;3909;3364;7397;10373;3360;7393;10369;ROLE_STUDENT
1384391;nidanil.bolat;1246;1216;2028;3540;1216;2028;3540;ROLE_STUDENT
1384392;ada.derin.dalaman;904;473;949;949;473;949;949;ROLE_STUDENT
1384393;aslan.dorum;2239;1272;3304;3796;3127;3594;4086;ROLE_STUDENT
1384394;eymen.ates.cin;6471;527;982;2072;527;982;2072;ROLE_STUDENT
1384395;meliha.kaya13;15173;3749;7318;9168;4024;7099;8949;ROLE_STUDENT
1384397;artun.efe.akkaya;6394;1349;2923;3418;1339;2674;3169;ROLE_STUDENT
1384398;mira.aslan;8574;508;997;997;505;994;994;ROLE_STUDENT
1384399;utku.buga;3195;2472;4580;4940;2674;4417;4777;ROLE_STUDENT
1384400;nehir.duru.orhan;2627;2380;6852;8072;3855;4411;4411;ROLE_STUDENT
1384401;metin.oktay.golukcetin;13744;6549;13567;18052;8407;12961;16524;ROLE_STUDENT
1384402;ozan.guney.alsan;5343;1773;3711;4127;1884;3633;4049;ROLE_STUDENT
1384403;mehmet.efe.goksen2;6488;3333;6887;9892;3333;6887;9892;ROLE_STUDENT
1384404;emirhan.boylan;4008;1437;2030;2826;1531;2030;2826;ROLE_STUDENT
1384406;ibrahim.mert.yilmaz2;8736;3272;5430;8730;4506;6022;8688;ROLE_STUDENT
1384407;saliha.yagmur.durmus;27073;15432;33237;46869;16762;32436;44674;ROLE_STUDENT
1384408;yasin.arda.coruk;38890;4315;9654;13143;4350;9229;12718;ROLE_STUDENT
1384409;nilay.senkal2;1379;414;1122;2101;890;1156;1627;ROLE_STUDENT
1384412;taha.kivanc.topuz;8603;3563;6408;6752;3856;6028;6372;ROLE_STUDENT
1384413;omer.kerem.yakuta;29095;15610;31158;46133;17975;31259;44785;ROLE_STUDENT
1384414;eyup.ensar.bulat;1800;1528;2436;2803;1528;2436;2803;ROLE_STUDENT
1384415;mete.berkay.karatas;1571;2058;3314;3314;1870;1870;1870;ROLE_STUDENT
1384416;inci.demirtas3;2785;2213;4753;7883;3438;5156;7948;ROLE_STUDENT
1384417;bugce.turhan;5792;2394;4549;5538;2590;4539;5528;ROLE_STUDENT
1384418;doga.aksakalli;9978;1557;3334;3748;2270;2662;2662;ROLE_STUDENT
1384419;eylul.deniz.dikbas;14204;7794;17814;26697;11319;16940;24234;ROLE_STUDENT
1384420;yusuf.berkturk;20084;7187;18982;21965;11417;19875;21775;ROLE_STUDENT
1384421;elif.ocakci3;4013;1569;2902;3234;1569;2902;3234;ROLE_STUDENT
1384422;mehmet.emir.karabiyik;1539;1546;2829;3695;1639;2831;3697;ROLE_STUDENT
1384423;zeynep.kose55;4709;2021;5067;6282;1944;4990;6205;ROLE_STUDENT
1384424;elif.onal15;7017;678;2103;2411;1159;2347;2347;ROLE_STUDENT
1384425;elif.ecrin.izci;0;172;379;379;172;379;379;ROLE_STUDENT
1384427;hasan.poyraz.gonul;2240;1149;2261;2776;1149;2261;2776;ROLE_STUDENT
1384429;melis.unlenen;26282;1931;4290;9812;1885;3994;9516;ROLE_STUDENT
1384430;eren.arda.ozturk;7461;3207;6915;8183;3173;6391;7144;ROLE_STUDENT
1384431;oyku.kaplan6;3422;2057;5595;7828;2067;5605;7838;ROLE_STUDENT
1384432;elif.su.tuncel2;7938;4964;9847;11920;6558;8981;9424;ROLE_STUDENT
1384433;nureddin.yusuf.ugur;8046;5694;9930;12049;8970;10012;11220;ROLE_STUDENT
1384434;muhammet.fatih.tufan;6129;3399;8965;16259;2959;8017;14310;ROLE_STUDENT
1384435;berat.onen;19572;665;1931;2346;636;1902;2317;ROLE_STUDENT
1384436;aden.serra.sondogan;9612;7507;20099;34673;7444;18351;32128;ROLE_STUDENT
1384437;kadir.tamer.akcar;536;980;2520;2950;616;1902;2332;ROLE_STUDENT
1384438;said.efe.guller;3790;1606;4294;4652;1606;4294;4652;ROLE_STUDENT
1384439;ada.suna.diran;10835;1653;3081;3725;1747;2451;3095;ROLE_STUDENT
1384440;zehra.gedik6;4564;1634;4391;6693;1682;3759;5626;ROLE_STUDENT
1384441;buglem.karaova;6524;2617;6740;7674;4929;5542;6476;ROLE_STUDENT
1384442;ali.emir.gedik;12848;8650;20839;31133;8471;20660;30954;ROLE_STUDENT
1384443;mira.karagoz3;9723;6681;19291;26444;7310;18992;26145;ROLE_STUDENT
1384444;baris.sahan5;5912;1927;2134;3371;1847;1983;2908;ROLE_STUDENT
1384445;gorkem.buztepe;3025;2077;4078;4886;3230;4151;4546;ROLE_STUDENT
1384446;oyku.kayacik;4273;2043;4203;5656;2171;4188;5250;ROLE_STUDENT
1384447;asya.serbest;28276;7597;16777;24298;8318;16462;23660;ROLE_STUDENT
1384448;kaya.altinkum;2695;2040;3740;4236;2040;3740;4236;ROLE_STUDENT
1384449;derin.mirac.yalcin;180;187;187;187;189;189;189;ROLE_STUDENT
1384451;ada.sarioglu;7467;2867;6380;8291;4443;6302;7907;ROLE_STUDENT
1384729;asel.ozcan;2496;3614;5830;5830;4284;6120;6120;ROLE_STUDENT
1384731;ayse.ada.cakir;0;421;1076;1076;421;1076;1076;ROLE_STUDENT
1384732;ece.ardic;279;108;108;108;108;108;108;ROLE_STUDENT
1384733;deniz.atlas.pinar;0;53;53;53;53;53;53;ROLE_STUDENT
1384734;zeynep.kucukbekir;0;69;69;69;69;69;69;ROLE_STUDENT
1384735;aras.mete.goc;122;1784;3181;3181;1784;3181;3181;ROLE_STUDENT
1384736;can.ata.er;2307;1899;2704;3588;1857;2562;3446;ROLE_STUDENT
1384737;ecem.turan4;167;572;1476;1798;572;1476;1798;ROLE_STUDENT
1384739;mercan.karagoz;570;344;823;1150;362;841;841;ROLE_STUDENT
1384741;yigit.emre.yilmaz2;903;1452;2382;3895;1375;2305;3818;ROLE_STUDENT
1384742;yigit.emre.kececi;1078;1320;1988;1988;1474;2000;2000;ROLE_STUDENT
1384743;atlas.ozkul;443;394;394;394;394;394;394;ROLE_STUDENT
1384744;berk.barlas.pehlivanoglu;252;826;1242;1831;826;1242;1831;ROLE_STUDENT
1384745;bensu.baltan;480;180;484;827;180;484;827;ROLE_STUDENT
1384748;uras.alp.yanik;0;10;10;10;10;10;10;ROLE_STUDENT
1384750;uraz.basli;1595;1802;3883;5934;1800;3881;5415;ROLE_STUDENT
1384758;ahmet.alp.sahiner;946;2182;4565;6475;2182;4565;6475;ROLE_STUDENT
1384760;kivilcim.yoruk;1425;1202;2278;3384;1205;2281;3387;ROLE_STUDENT
1384761;asya.orhun;1083;935;2514;2514;1141;2514;2514;ROLE_STUDENT
1384762;kerem.isik17;374;291;358;358;296;363;363;ROLE_STUDENT
1384770;ronya.zeren.gul;24;955;2049;2569;955;2049;2569;ROLE_STUDENT
1384773;vera.unsel;48;102;102;102;102;102;102;ROLE_STUDENT
1384776;can.kaya41;44;86;86;86;84;84;84;ROLE_STUDENT
1384777;kemal.eren.ergun;88;492;936;1317;491;935;1316;ROLE_STUDENT
1384778;jir.rodin.demir;0;99;271;271;99;271;271;ROLE_STUDENT
1384780;esma.bilir3;1950;1288;3027;3812;1287;3026;3811;ROLE_STUDENT
1384781;lavinya.baser;130;2340;2894;2894;2340;2894;2894;ROLE_STUDENT
1384783;tarik.enes.kavsut;0;68;210;210;68;210;210;ROLE_STUDENT
1384785;tinda.avinca;459;288;732;1233;529;529;1030;ROLE_STUDENT
1384788;aria.filiz;376;101;340;340;101;340;340;ROLE_STUDENT
1384789;mehmet.baran.bilen;0;32;124;124;32;124;124;ROLE_STUDENT
1384790;heja.ozdemir;21;135;251;645;135;251;645;ROLE_STUDENT
1384791;nil.ada.sever;0;203;346;346;203;346;346;ROLE_STUDENT
1384792;elis.tas;191;458;840;1629;458;840;1629;ROLE_STUDENT
1384793;zeynep.duru.altas;1095;5335;10806;12321;5335;10806;12321;ROLE_STUDENT
1384803;ayse.nida.oter;0;365;1072;1072;365;1072;1072;ROLE_STUDENT
1384818;fahriye.tener;5881;4063;8264;11166;4363;7682;9993;ROLE_STUDENT
1384820;muhammed.emin.yalkalk;3501;3637;7591;14880;3658;7330;13607;ROLE_STUDENT
1384821;arden.taskincay;22;166;166;166;105;105;105;ROLE_STUDENT
1384822;atlas.ata.tek;2765;3000;7061;16288;3004;7065;15804;ROLE_STUDENT
1384823;salih.mager;7470;7857;15032;17561;7857;15032;17561;ROLE_STUDENT
1384824;sedat.kirar;5304;7532;13356;20176;7831;12331;17636;ROLE_STUDENT
1384825;irfan.kaplan4;4495;5314;11878;15625;5650;11073;13374;ROLE_STUDENT
1384826;tual.aren.kistir;2114;4675;9077;12296;5152;9050;12269;ROLE_STUDENT
1384827;ada.bac;4581;1943;3341;4127;2261;3348;4134;ROLE_STUDENT
1384828;eymen.yafes.bolat;1798;4098;9292;15995;4180;8615;15318;ROLE_STUDENT
1384829;naz.selvi2;2302;2250;3720;5793;2472;3631;4891;ROLE_STUDENT
1384830;omer.sarp.ergun;3845;3370;6216;6580;3647;6108;6472;ROLE_STUDENT
1384831;ipek.su.selvi;4535;2621;6397;10204;2619;6395;10202;ROLE_STUDENT
1384832;mila.kara;6411;4741;8406;9472;5021;7438;8504;ROLE_STUDENT
1384833;mina.efe;5445;4665;8733;12784;5520;8607;12292;ROLE_STUDENT
1384834;emir.ege.park;3570;1581;4224;5609;1573;4216;5601;ROLE_STUDENT
1384835;arden.demir2;895;1044;2100;3528;865;1921;2750;ROLE_STUDENT
1384836;bora.alp.coban;5248;6454;15063;24681;6516;14097;23124;ROLE_STUDENT
1384837;cemre.agridag;781;587;908;1870;535;535;997;ROLE_STUDENT
1384838;alya.ozdal;5092;2459;7901;12432;2588;7624;11646;ROLE_STUDENT
1384839;oyku.gunduz6;3675;1964;3879;6402;1948;3688;6211;ROLE_STUDENT
1384840;atahan.sarlan;2473;5034;9610;13073;5266;8450;11913;ROLE_STUDENT
1384841;yaman.akkuzu;3156;2070;4249;5075;3320;4574;4935;ROLE_STUDENT
1384842;emir.efe.kalafat;1833;1594;4093;6214;1570;3817;5938;ROLE_STUDENT
1384843;kemal.ozpineci;4351;2739;7660;12353;2912;7091;11784;ROLE_STUDENT
1384844;eymen.kaya6;3914;2614;4181;4181;2606;4173;4173;ROLE_STUDENT
1384845;armin.evelek;3243;2533;5351;8563;2508;5326;8538;ROLE_STUDENT
1384846;arel.kayan;4461;1439;4712;9723;1754;4627;9638;ROLE_STUDENT
1384847;berrak.bodur;1687;2705;5984;7710;2705;5984;7710;ROLE_STUDENT
1384848;asya.nas.tikankus;5652;2780;3410;4266;2755;3385;4241;ROLE_STUDENT
1384849;pars.kizan;8045;2447;4644;7381;2299;4214;6951;ROLE_STUDENT
1384850;ece.ozeyyam;1620;2216;4031;5561;2618;4100;4974;ROLE_STUDENT
1384851;cevat.sahin4;2672;3762;6270;9966;3701;6135;9831;ROLE_STUDENT
1384852;kumsal.demirci;424;1373;4941;8261;1498;4941;8261;ROLE_STUDENT
1384853;deren.mumcu;6333;5683;14797;29536;5712;14293;29032;ROLE_STUDENT
1384854;ekin.karaca2;1343;2449;4651;6143;2387;4589;6081;ROLE_STUDENT
1384855;kadim.deniz.akkus;4907;5359;9808;13983;5376;8258;10001;ROLE_STUDENT
1384856;elif.ozdemir1006;7074;1357;3087;4157;1314;3044;4114;ROLE_STUDENT
1384857;amine.ayse.kezer;4835;2638;7967;10451;3418;7524;10008;ROLE_STUDENT
1384858;ahmet.aras.kaymak;9015;10837;22009;35999;10794;19369;31761;ROLE_STUDENT
1384859;derin.kucuk3;1519;5380;7427;9544;5374;7421;9538;ROLE_STUDENT
1384860;cagin.sonmez;676;1576;3743;7012;1576;3465;6734;ROLE_STUDENT
1384861;yigit.yigitoglu4;2101;527;1733;2558;516;1722;2547;ROLE_STUDENT
1384862;ali.sait.isik;4774;3526;9522;17455;3970;8332;14271;ROLE_STUDENT
1384863;cinar.yalkalk;1053;1849;5914;11520;1844;5660;11266;ROLE_STUDENT
1384864;civaismail.akman.toklu;3110;1928;4493;5283;2095;4485;5275;ROLE_STUDENT
1384865;demir.efe.park;2921;1440;2377;2759;1691;2383;2765;ROLE_STUDENT
1384866;asya.bas4;8746;7558;20176;31063;8742;20265;30654;ROLE_STUDENT
1384867;zeynep.naz.deniz3;3646;2241;6032;9651;2101;5383;8678;ROLE_STUDENT
1384868;asya.cinar;5621;5622;13260;22810;5575;12943;22493;ROLE_STUDENT
1384870;masal.ekici;5180;5598;10406;13838;6302;10076;13021;ROLE_STUDENT
1384871;ibrahim.aras.akpinar;1576;3375;6590;8683;3589;5330;7034;ROLE_STUDENT
1384872;zeynep.kizan;5338;1939;4277;7490;1988;4255;7468;ROLE_STUDENT
1384873;gizem.ece.katircioglu;1879;3156;7050;9127;3233;6293;7827;ROLE_STUDENT
1384874;ozgu.karabacak;1944;3086;6995;9370;2838;6204;8579;ROLE_STUDENT
1384875;cemil.ulus.ibili;3701;5005;13365;22441;4950;13244;22320;ROLE_STUDENT
1384876;ege.caglar4;11649;10704;24168;40085;13522;24717;40634;ROLE_STUDENT
1384877;selay.yanikcan;1092;1301;2860;5096;1462;2678;4914;ROLE_STUDENT
1384878;asya.yilmaz22;4349;4652;9390;15017;4637;9305;14932;ROLE_STUDENT
1384879;goktug.kaplan2;6014;4567;8515;14658;4827;8300;12917;ROLE_STUDENT
1384881;bugra.deniz.guven;1389;3044;5636;7478;3559;5637;7479;ROLE_STUDENT
1384882;eylul.sahin51;4638;3947;7678;9988;4161;7231;8750;ROLE_STUDENT
1384883;yamac.yalkalk;2070;2396;9391;20854;2638;9129;20592;ROLE_STUDENT
1384884;zeynep.banu.ozdemir;4471;2617;4837;5822;2667;4507;5492;ROLE_STUDENT
1384885;kartal.avci;407;1010;1497;1497;998;1485;1485;ROLE_STUDENT
1384886;pars.ata.lehimci;2534;6664;17659;26832;7947;17142;26315;ROLE_STUDENT
1384887;alya.sahin6;2979;1620;3988;6127;2297;4000;6139;ROLE_STUDENT
1384888;eda.sengul9;15306;4849;11210;13544;6404;10691;13025;ROLE_STUDENT
1384889;polen.aydogan;1786;1072;1938;2240;1922;2295;2295;ROLE_STUDENT
1384890;ege.su.durmus;1937;2335;4104;5868;2936;4229;5603;ROLE_STUDENT
1384892;bekir.alp.durna;2463;1571;4173;7474;1561;4163;7146;ROLE_STUDENT
1384893;defne.maya;4096;3656;8720;11273;4371;9229;11782;ROLE_STUDENT
1384894;deniz.lina.cetin;3931;8269;17341;25566;10431;16316;21647;ROLE_STUDENT
1384895;hira.nefes.oskan;3962;2444;5813;8412;2616;5807;7196;ROLE_STUDENT
1384896;kemal.demir.karatas;18743;4521;11731;22029;4660;11323;21621;ROLE_STUDENT
1384897;eymen.sardik;890;1639;2300;3011;1713;2184;2895;ROLE_STUDENT
1384898;batuhan.kucuk13;3909;2318;3994;5322;2329;3932;5260;ROLE_STUDENT
1384899;arya.cinar2;2357;2715;6373;8567;2932;6363;8557;ROLE_STUDENT
1384900;ozcan.ince7;5590;1586;2605;3746;1537;2343;3484;ROLE_STUDENT
1384901;berra.tufan;4352;2011;4314;7216;2534;4606;7184;ROLE_STUDENT
1384902;ayse.vardar3;1119;1410;2183;2988;1653;1928;1928;ROLE_STUDENT
1384903;kuzey.ata.yilmaz;7589;4186;10655;13937;3916;9712;12994;ROLE_STUDENT
1384904;tugra.gokkaynak;694;968;1438;1438;1343;1561;1561;ROLE_STUDENT
1384905;murat.kaplan39;1955;775;1834;2179;770;1829;2174;ROLE_STUDENT
1384907;ela.beren.dede;1025;834;1470;1470;966;1362;1362;ROLE_STUDENT
1384908;batu.gozen;654;1907;2854;5039;1904;2725;4910;ROLE_STUDENT
1384909;duru.kaplan13;2393;1999;4170;5869;2116;3900;4364;ROLE_STUDENT
1384910;gunseli.akmeraner;4205;3278;4467;5667;3190;4379;5579;ROLE_STUDENT
1384911;viktoriia.fediukina;132;168;328;328;168;328;328;ROLE_STUDENT
1384912;ali.eymen.kasaboglu;1205;4490;9460;11859;4490;9460;11859;ROLE_STUDENT
1384913;kerem.cagan.aydin;5333;1759;3917;5743;1824;3506;5332;ROLE_STUDENT
1384914;miray.yanikcan;1797;896;1447;3238;849;1400;2813;ROLE_STUDENT
1384915;talya.atakul;678;2627;5673;6492;2947;5749;6568;ROLE_STUDENT
1384916;zeynep.ayza.ohri;580;3743;8193;15858;3773;8161;15462;ROLE_STUDENT
1384917;mustafa.ali.toktas;635;847;1862;2223;847;1862;2223;ROLE_STUDENT
1384918;cagatay.catikkas;4991;5903;14397;24889;5564;13071;20852;ROLE_STUDENT
1384919;mine.bicer2;2492;2812;5944;6870;3759;5090;5090;ROLE_STUDENT
1384920;lina.defne.semiz;4039;3630;8904;14952;4134;8164;13229;ROLE_STUDENT
